2019-03-15 20:32:42 - b'identifier     range      Asset'
2019-03-15 20:32:43 - b'nan     conformsTo      isa-deliverable-process-and-methodology-developing-core-vocabularies'
2019-03-15 20:32:43 - b'Certification     example      A pet license, where the principal is an animal'
2019-03-15 20:32:43 - b'proof     note      The range of this term is left open, but should probably reference a document. It could even point to an actual cryptographic certificate.'
2019-03-15 20:32:43 - b'nan     uri      nan'
2019-03-15 20:32:44 - b'nan     editorialNote      em> terms what the certification is, and what it allows me to do. This vocabulary is intended neither to describe the privileges granted by the certification, nor to describe the artifact that embodies the certification. It simply connects the subject of the certification to the issuing authority and their official serial number of the account.'
2019-03-15 20:32:44 - b'nan     scopeNote      The purpose of this vocabulary is record-keeping and exchange, and likewise is its application context. The actual vetting mechanisms of the certifications in question are out of scope.'
2019-03-15 20:32:44 - b'ns.owl     primaryTopic      nan'
2019-03-15 20:32:44 - b'nan     subject      E-Commerce, E-Business, GoodRelations, Ontology, Tourism, Hotels, Camping, Vacation homes'
2019-03-15 20:32:44 - b'bbc     canonicalLocation      bbc.ttl'
2019-03-15 20:32:44 - b'bbc     provider      mailto:gavin.james@bbc.co.uk'
2019-03-15 20:32:44 - b'servedBy     deprecated      true'
2019-03-15 20:32:44 - b'bbc     version      1.10'
2019-03-15 20:32:44 - b'bbc     slug      bbc'
2019-03-15 20:32:44 - b'bbc     changeReason      Changing NewsService to subClass core:Organisation.'
2019-03-15 20:32:44 - b'bbc     public      true'
2019-03-15 20:32:44 - b'bbc     provided      2015-03-19T12:08:33+00:00'
2019-03-15 20:32:44 - b'basic     hasPart      DateTime'
2019-03-15 20:32:44 - b'Volume     notation      Volume'
2019-03-15 20:32:44 - b'Volume     prefLabel      Volume'
2019-03-15 20:32:44 - b'f7a4dada8d99940118d4bfcaf99770f8cb23     qualifiedCardinality      1'
2019-03-15 20:32:44 - b'Status     topConceptOf      bag'
2019-03-15 20:32:44 - b'Pand     broader      RuimtelijkObject'
2019-03-15 20:32:44 - b'Weg     inScheme      bag'
2019-03-15 20:32:44 - b'Status     narrower      BouwGestart'
2019-03-15 20:32:44 - b'Woonplaats_Nummeraanduiding     definition      Een woonplaats van een nummeraanduiding is de woonplaats waarbinnen het object waaraan de nummeraanduiding is toegekend gelegen is indien die woonplaats afwijkt van de woonplaats waarbinnen de openbare ruimte waaraan de nummeraanduiding is gerelateerd gelegen is.'
2019-03-15 20:32:44 - b'Gebruiksdoel     related      Industriefunctie'
2019-03-15 20:32:44 - b'bag     hasTopConcept      Naam_OpenbareRuimte'
2019-03-15 20:32:44 - b'RegistratiefGebied     altLabel      Administratief gebied'
2019-03-15 20:32:44 - b'Ligplaats     seealso      Ligplaats'
2019-03-15 20:32:44 - b'oppervlakte     unit      SquareMeter'
2019-03-15 20:32:44 - b'bag     spatial      Netherlands'
2019-03-15 20:32:44 - b'oppervlakte     quantity      Area'
2019-03-15 20:32:45 - b"Category     retosNote      The construct with term and scheme looks very much like a URI-Ref used in RDF. Isn't this just any rdfs:Resource? Maybe skos:Concept could be used as range of :category."
2019-03-15 20:32:45 - b'f07ae5a0ea57848c3adee9f9d2619879cb18     productProperty      f07ae5a0ea57848c3adee9f9d2619879cb7'
2019-03-15 20:32:45 - b'_g0     forAll      feed'
2019-03-15 20:32:45 - b'source     eliasNote      This relation is not strictly necessary.'
2019-03-15 20:32:45 - b'linkTitle     coreeditorialNote      We could not call this relation :title because of clash with entry and feed title'
2019-03-15 20:32:45 - b'Id     dannyNote      does webarch:InformationResource have to be dereferenceable?'
2019-03-15 20:32:45 - b'ub50bL786C26     mbox      mauro.saccone@gmail.com'
2019-03-15 20:32:45 - b'ub50bL920C26     onClass      Transformation3D'
2019-03-15 20:32:45 - b'basicViewer     property      type'
2019-03-15 20:32:45 - b'SkinColorSimpleOlive     rdfValue      Olive'
2019-03-15 20:32:45 - b'petrequin     address      13 Montagne Sainte Elisabeth, Bruxelles'
2019-03-15 20:32:45 - b'AHG_AHG2288     journal      Annals of Eugenics'
2019-03-15 20:32:45 - b'petrequin     date-modified      2012-11-29 14:09:28 -0500'
2019-03-15 20:32:45 - b'SkinColorVonLuschan8     htmlColor      F3EAE5'
2019-03-15 20:32:45 - b'SkinColorFitzpatrickType     isPrimaryTopicOf      07.html'
2019-03-15 20:32:45 - b'Ogle_1999fk     library-id      98034752'
2019-03-15 20:32:45 - b'Ogle_1999fk     dewey-call-number      .1'
2019-03-15 20:32:45 - b'petrequin     volume      10'
2019-03-15 20:32:45 - b'AHG_AHG2354     issn      2050-1439'
2019-03-15 20:32:45 - b'Ogle_1999fk     annote      98034752-d.html 991 $bc-GenColl$hRA1061$i.O37 1999$tCopy 1$wBOOKS'
2019-03-15 20:32:45 - b'EyeColorGrieveMorantL     equivalent      EyeColorMartinSchultz13'
2019-03-15 20:32:45 - b'd53f411bfcf81f200c5c9f96b2a7464541af494c     _1      grieve_j'
2019-03-15 20:32:45 - b'AHG_AHG2354     author      grieve_j'
2019-03-15 20:32:45 - b'seddon     number      8'
2019-03-15 20:32:45 - b'AHG_AHG2354     pages      161-171'
2019-03-15 20:32:45 - b'Royal_Canadian_Mounted_Police     wikipedia_version      524420530'
2019-03-15 20:32:45 - b'AHG_AHG2288     authorList      f05b76dc9e07b58e359dc17dd5175e384b8bfcf4'
2019-03-15 20:32:45 - b'AHG_AHG2354     date-added      2012-11-29 11:44:48 -0500'
2019-03-15 20:32:45 - b'e7efff97fb9f249c9d8e246e55b655841293452c     _3      r_j_glynn'
2019-03-15 20:32:45 - b'AHG_AHG2354     doi      j.1469-1809.1946.tb02354.x'
2019-03-15 20:32:45 - b'e7efff97fb9f249c9d8e246e55b655841293452c     _4      r_d_sperduto'
2019-03-15 20:32:45 - b'd53f411bfcf81f200c5c9f96b2a7464541af494c     _2      morant_g_m'
2019-03-15 20:32:45 - b'wilde1862     year      1862'
2019-03-15 20:32:45 - b'Ogle_1999fk     isbn      0849381347 (alk. paper)'
2019-03-15 20:32:45 - b'Religion     subClass      macroEthnicity'
2019-03-15 20:32:45 - b'adriel     firstName      Adriel'
2019-03-15 20:32:45 - b'Ogle_1999fk     genre      Hair'
2019-03-15 20:32:45 - b'seddon     month      August'
2019-03-15 20:32:45 - b'FBI     nick      FBI'
2019-03-15 20:32:45 - b'e7efff97fb9f249c9d8e246e55b655841293452c     _5      e_s_gragoudas'
2019-03-15 20:32:45 - b'Ogle_1999fk     call-number      RA1061'
2019-03-15 20:32:45 - b'EyeColorPetrequin     createdBy      j_petrequin'
2019-03-15 20:32:45 - b'adriel     lastName      Dean-Hall'
2019-03-15 20:32:45 - b'AdditionalInformation1     lastWritingDateTime      2001-10-26T21:32:52'
2019-03-15 20:32:45 - b'SoftwareSignalName     hasAttributeDescription      Unequivocal PCS input or output name'
2019-03-15 20:32:45 - b'nan     vocabulary      nan'
2019-03-15 20:32:45 - b'DemoArea     hasIDIE      33a47300-eb7e-4831-9448-b358d4246dcd'
2019-03-15 20:32:45 - b'LIRCS1     hasAttributeIE      PCEInitial'
2019-03-15 20:32:45 - b'PCEDescription     hasAttributeDataType      xs:string'
2019-03-15 20:32:45 - b'SoftwareSignalName     hasNameAttribute      SoftwareSignalName'
2019-03-15 20:32:45 - b'FlowchartNumber     refSemanticAttribute      NE 150 v1.0 Annex 1.1.5'
2019-03-15 20:32:46 - b'DemoSite     hasNameIE      DemoSite'
2019-03-15 20:32:46 - b'DemoSite     isPartOfIE      DemoEnterprise'
2019-03-15 20:32:46 - b'FlowchartNumber     hasAttributeValue      1000_4'
2019-03-15 20:32:46 - b'speedMeasurement     numerical_value      1.5'
2019-03-15 20:32:46 - b'GMA6.16BeispielPIDVersion2.97     hasNameFile      GMA 6.16Beispiel PID Version 2.97 - AutomationML Datei.aml'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterVendorURL      www.AutomationML.org'
2019-03-15 20:32:46 - b'L1001     refBaseSystemUnitPath      PCELoop'
2019-03-15 20:32:46 - b'SoftwareSignalName     hasAttributeIC      SoftwareSignalName'
2019-03-15 20:32:46 - b'GMA6.16BeispielPIDVersion2.97     hasSchemaVersion      2.15'
2019-03-15 20:32:46 - b'MaxConveyingSpeed     hasUnitAttribute      speedMeasurement'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterId      916578CA-FE0D-474E-A4FC-9E1719892369'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterName      AutomationML Editor'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterVersion      4.1.5'
2019-03-15 20:32:46 - b'GMA6.16BeispielPIDVersion2.97     hasAdditionalInformation      AdditionalInformation1'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterRelease      4.1.5.0'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasAMLVersion      2.0'
2019-03-15 20:32:46 - b'speedMeasurement     unit_of_measure      metre_per_second-time'
2019-03-15 20:32:46 - b'LIRCS1     hasExternalInterface      AILevelSW'
2019-03-15 20:32:46 - b'nan     repository      nan'
2019-03-15 20:32:46 - b'AILevelSW     hasRefBaseClassPathIC      SWSignal'
2019-03-15 20:32:46 - b'NE150DemoProject     hasInternalElement      DemoEnterprise'
2019-03-15 20:32:46 - b'AILevelSW     hasICID      91a89c81-b794-421c-8f24-458f51307f72'
2019-03-15 20:32:46 - b'NE150DemoProject     hasNameIH      NE150DemoProject'
2019-03-15 20:32:46 - b'AdditionalInformation1     hasWriterVendor      AutomationML e.V.'
2019-03-15 20:32:46 - b'LIRCS1     hasAttribute      PCEDescription'
2019-03-15 20:32:46 - b'AILevelSW     hasNameIC      AI Level SW'
2019-03-15 20:32:46 - b'ub62bL2120C30     intersectionOf      f102a7771bf16404d8e2beed5a844e937b365'
2019-03-15 20:32:46 - b'ub62bL3438C1     members      f102a7771bf16404d8e2beed5a844e937b591'
2019-03-15 20:32:46 - b'BacterialCell     synonym      Bacterium'
2019-03-15 20:32:46 - b'fa96cc35631de45e8b53d770d71b23dc1b3     head      fa96cc35631de45e8b53d770d71b23dc1b4'
2019-03-15 20:32:46 - b'!DOCTYPE html     html      head'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     kingdom      Animalia'
2019-03-15 20:32:46 - b'division     bookmark      term_division'
2019-03-15 20:32:46 - b'nan     contents      toc'
2019-03-15 20:32:46 - b'nan     subsection      example_taxodoc'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     genus      Homo'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     phylum      Chordata'
2019-03-15 20:32:46 - b'nan     appendix      section_Acknowledgments'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb5     class      Mammalia'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     authority      Linnaeus, 1758'
2019-03-15 20:32:46 - b'nan     alternate      ns-20081006.rdf'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     order      Primates'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     species      Sapiens'
2019-03-15 20:32:46 - b'nan     bibliographicCitation      species'
2019-03-15 20:32:46 - b'nan     section      section_Examples'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb2     family      Hominidae'
2019-03-15 20:32:46 - b'nan     help      section_Examples'
2019-03-15 20:32:46 - b'nan     chapter      section_Properties'
2019-03-15 20:32:46 - b'fe1cf82a455de490681ecf568db85a09bb4     hasTaxonomy      fe1cf82a455de490681ecf568db85a09bb5'
2019-03-15 20:32:46 - b'position     plural      Positions'
2019-03-15 20:32:47 - b'nan     changeNote      ub69bL824C40'
2019-03-15 20:32:47 - b'termgroup2     _36      Resignation'
2019-03-15 20:32:47 - b'termgroup4     _8      witness'
2019-03-15 20:32:47 - b'termgroup4     _9      spectator'
2019-03-15 20:32:47 - b'termgroup2     _6      Annulment'
2019-03-15 20:32:47 - b'termgroup2     _22      Execution'
2019-03-15 20:32:47 - b'termgroup2     _10      BasMitzvah'
2019-03-15 20:32:47 - b'.rdf     topic      nan'
2019-03-15 20:32:47 - b'termgroup2     _15      Cremation'
2019-03-15 20:32:47 - b'termgroup2     _37      Retirement'
2019-03-15 20:32:47 - b'termgroup2     _33      Ordination'
2019-03-15 20:32:47 - b'termgroup2     _14      Coronation'
2019-03-15 20:32:47 - b'termgroup2     _35      Redundancy'
2019-03-15 20:32:47 - b'termgroup2     _28      Investiture'
2019-03-15 20:32:47 - b'termgroup2     _20      Emigration'
2019-03-15 20:32:47 - b'nan     termGroup      termgroup3'
2019-03-15 20:32:47 - b'termgroup2     _7      Assassination'
2019-03-15 20:32:47 - b'termgroup2     _11      Birth'
2019-03-15 20:32:47 - b'termgroup2     _34      Promotion'
2019-03-15 20:32:47 - b'termgroup2     _24      Funeral'
2019-03-15 20:32:47 - b'termgroup2     _18      Dismissal'
2019-03-15 20:32:47 - b'termgroup2     _23      Enrolment'
2019-03-15 20:32:47 - b'termgroup2     _21      Employment'
2019-03-15 20:32:47 - b'termgroup2     _25      Graduation'
2019-03-15 20:32:47 - b'termgroup2     _13      PositionChange'
2019-03-15 20:32:47 - b'termgroup2     _16      Death'
2019-03-15 20:32:47 - b'termgroup2     _17      Demotion'
2019-03-15 20:32:47 - b'termgroup2     _12      Burial'
2019-03-15 20:32:47 - b'nan     discussionList      foaf-dev'
2019-03-15 20:32:47 - b'termgroup2     _27      Inauguration'
2019-03-15 20:32:47 - b'termgroup2     _32      Naturalization'
2019-03-15 20:32:47 - b'termgroup2     _26      Imprisonment'
2019-03-15 20:32:47 - b'termgroup2     _31      NameChange'
2019-03-15 20:32:47 - b'termgroup2     _29      Marriage'
2019-03-15 20:32:47 - b'termgroup2     _30      Murder'
2019-03-15 20:32:47 - b'termgroup2     _19      Divorce'
2019-03-15 20:32:47 - b'nan     changes      bio-changes-20040305.html'
2019-03-15 20:32:47 - b'shortTitle     dataPropertyRange      Literal'
2019-03-15 20:32:47 - b'isbn13     subObjectPropertyOf      identifier'
2019-03-15 20:32:47 - b'coden     dataPropertyDomain      ff7084a2f25ac48e7906f3fc35f422db0b34'
2019-03-15 20:32:47 - b'PersonalCommunicationDocument     subclassOf      Document'
2019-03-15 20:32:47 - b'identifier     objectPropertyDomain      identifier'
2019-03-15 20:32:47 - b'Event     terms_status      stable'
2019-03-15 20:32:48 - b'KozelDark     launch      1874-01-01'
2019-03-15 20:32:48 - b'ub83bL1742C16     hasUnitOfMeasurement      MLT'
2019-03-15 20:32:48 - b'DonJulioBlanco     origin      Mexico'
2019-03-15 20:32:48 - b'Tsingtao     container      640mlLongneck'
2019-03-15 20:32:48 - b'KozelDark     abv      3.8'
2019-03-15 20:32:48 - b'Kilkenny     ibu      23'
2019-03-15 20:32:48 - b'Kilkenny     manufacturer      Diageo'
2019-03-15 20:32:48 - b'ub83bL1913C15     previous_content      Bourbon_whiskey'
2019-03-15 20:32:48 - b'WhiskyAndSoda     ingredient      ub83bL2166C7'
2019-03-15 20:32:48 - b'ub83bL1919C20     years      12'
2019-03-15 20:32:48 - b'Kilkenny     fermentation_base      Barley'
2019-03-15 20:32:48 - b'ub83bL1913C15     material      Oak'
2019-03-15 20:32:48 - b'Glenfiddich12YearOld     distillery      ub83bL1901C20'
2019-03-15 20:32:48 - b'ub83bL166C47     memberOf      IMT'
2019-03-15 20:32:48 - b'Glenfiddich12YearOld     aging      ub83bL1913C15'
2019-03-15 20:32:48 - b'ub83bL1901C20     waterSource      ub83bL1906C24'
2019-03-15 20:32:48 - b'DonJulioBlanco     proof      80'
2019-03-15 20:32:48 - b'Glenfiddich12YearOld     color      ub83bL1924C15'
2019-03-15 20:32:48 - b'ub83bL1901C20     owner      William_Grant_%26_Sons'
2019-03-15 20:32:48 - b'ub83bL2166C7     food      ub83bL2168C16'
2019-03-15 20:32:48 - b'Budweiser     srm      3'
2019-03-15 20:32:48 - b'Smithwicks     similar      Kilkenny'
